user_id,session_id,window_start,window_end,mean_dwell,std_dwell,mean_flight,std_flight,typing_speed,backspace_rate,pause_count,mean_pressure,gyro_std,raw_score,mapped_class,predicted_class
U30,f89497c0-fe22-47cb-9ce4-3a6bc58bef33,1775014498359,1775014513852,66.08889,34.820698,262.95456,199.16849,174.27225,0.17777778,0,0.5,0.09468573,,,HIGH_STRESS
U30,f89497c0-fe22-47cb-9ce4-3a6bc58bef33,1775051661274,1775051676279,67.73913,30.09148,224.97778,181.04382,183.93869,0.13043478,0,0.5,0.59350383,1,Calm,HIGH_STRESS
U30,f89497c0-fe22-47cb-9ce4-3a6bc58bef33,1775137760944,1775137776115,66.77778,25.897352,232.37143,209.45154,142.3769,0.11111111,0,0.5,0.0873037,,,HIGH_STRESS
